Column1,GOSlim_bin
PiuraChilensis_v1_contig_605,other biological processes
PiuraChilensis_v1_contig_4801,other biological processes
PiuraChilensis_v1_contig_5697,other biological processes
PiuraChilensis_v1_contig_12815,other metabolic processes
PiuraChilensis_v1_contig_1477,developmental processes
PiuraChilensis_v1_contig_8664,cell organization and biogenesis
PiuraChilensis_v1_contig_11487,protein metabolism
PiuraChilensis_v1_contig_70,RNA metabolism
PiuraChilensis_v1_contig_3102,cell adhesion
PiuraChilensis_v1_contig_4218,other metabolic processes
PiuraChilensis_v1_contig_10423,cell organization and biogenesis
PiuraChilensis_v1_contig_6219,other biological processes
PiuraChilensis_v1_contig_10513,cell adhesion
PiuraChilensis_v1_contig_7628,other metabolic processes
PiuraChilensis_v1_contig_9392,RNA metabolism
PiuraChilensis_v1_contig_5150,signal transduction
PiuraChilensis_v1_contig_4047,other metabolic processes
PiuraChilensis_v1_contig_8725,signal transduction
PiuraChilensis_v1_contig_2778,RNA metabolism
PiuraChilensis_v1_contig_11368,death
PiuraChilensis_v1_contig_8425,death
PiuraChilensis_v1_contig_7792,stress response
PiuraChilensis_v1_contig_7179,signal transduction
PiuraChilensis_v1_contig_12913,developmental processes
PiuraChilensis_v1_contig_2015,protein metabolism
PiuraChilensis_v1_contig_5416,DNA metabolism
PiuraChilensis_v1_contig_11549,developmental processes
PiuraChilensis_v1_contig_1572,cell organization and biogenesis
PiuraChilensis_v1_contig_128,cell adhesion
PiuraChilensis_v1_contig_3165,signal transduction
PiuraChilensis_v1_contig_8834,protein metabolism
PiuraChilensis_v1_contig_2439,other metabolic processes
PiuraChilensis_v1_contig_3577,DNA metabolism
PiuraChilensis_v1_contig_11998,signal transduction
PiuraChilensis_v1_contig_3419,transport
PiuraChilensis_v1_contig_4355,cell cycle and proliferation
PiuraChilensis_v1_contig_860,cell-cell signaling
PiuraChilensis_v1_contig_11572,protein metabolism
PiuraChilensis_v1_contig_13608,DNA metabolism
PiuraChilensis_v1_contig_9501,other metabolic processes
PiuraChilensis_v1_contig_13094,developmental processes
PiuraChilensis_v1_contig_4877,other biological processes
PiuraChilensis_v1_contig_9478,other biological processes
PiuraChilensis_v1_contig_10564,other biological processes
PiuraChilensis_v1_contig_5239,other biological processes
PiuraChilensis_v1_contig_5405,other biological processes
PiuraChilensis_v1_contig_11732,other metabolic processes
PiuraChilensis_v1_contig_6699,other biological processes
PiuraChilensis_v1_contig_10498,RNA metabolism
PiuraChilensis_v1_contig_11568,developmental processes
PiuraChilensis_v1_contig_3349,developmental processes
PiuraChilensis_v1_contig_2500,stress response
PiuraChilensis_v1_contig_8524,developmental processes
PiuraChilensis_v1_contig_4507,signal transduction
PiuraChilensis_v1_contig_8532,other metabolic processes
PiuraChilensis_v1_contig_1720,cell organization and biogenesis
PiuraChilensis_v1_contig_2474,cell organization and biogenesis
PiuraChilensis_v1_contig_5168,protein metabolism
PiuraChilensis_v1_contig_6696,other metabolic processes
PiuraChilensis_v1_contig_2594,DNA metabolism
PiuraChilensis_v1_contig_7881,cell organization and biogenesis
PiuraChilensis_v1_contig_7617,other biological processes
PiuraChilensis_v1_contig_8484,other metabolic processes
PiuraChilensis_v1_contig_7767,cell organization and biogenesis
PiuraChilensis_v1_contig_4336,other biological processes
PiuraChilensis_v1_contig_7117,RNA metabolism
PiuraChilensis_v1_contig_1177,RNA metabolism
PiuraChilensis_v1_contig_5223,RNA metabolism
PiuraChilensis_v1_contig_13487,signal transduction
PiuraChilensis_v1_contig_13470,protein metabolism
PiuraChilensis_v1_contig_10291,death
PiuraChilensis_v1_contig_13306,cell adhesion
PiuraChilensis_v1_contig_5533,cell adhesion
PiuraChilensis_v1_contig_7772,developmental processes
PiuraChilensis_v1_contig_10917,cell organization and biogenesis
PiuraChilensis_v1_contig_9302,cell cycle and proliferation
PiuraChilensis_v1_contig_11148,stress response
PiuraChilensis_v1_contig_9820,developmental processes
PiuraChilensis_v1_contig_5154,protein metabolism
PiuraChilensis_v1_contig_7212,protein metabolism
PiuraChilensis_v1_contig_1292,developmental processes
PiuraChilensis_v1_contig_13209,other metabolic processes
PiuraChilensis_v1_contig_5979,protein metabolism
PiuraChilensis_v1_contig_8410,other metabolic processes
PiuraChilensis_v1_contig_7368,protein metabolism
PiuraChilensis_v1_contig_13087,protein metabolism
PiuraChilensis_v1_contig_10972,transport
PiuraChilensis_v1_contig_4217,death
PiuraChilensis_v1_contig_10131,protein metabolism
PiuraChilensis_v1_contig_10324,transport
PiuraChilensis_v1_contig_3350,death
PiuraChilensis_v1_contig_13553,protein metabolism
PiuraChilensis_v1_contig_457,other biological processes
PiuraChilensis_v1_contig_8847,DNA metabolism
PiuraChilensis_v1_contig_14148,stress response
PiuraChilensis_v1_contig_4737,RNA metabolism
PiuraChilensis_v1_contig_9707,other metabolic processes
PiuraChilensis_v1_contig_12357,signal transduction
PiuraChilensis_v1_contig_2060,signal transduction
PiuraChilensis_v1_contig_533,stress response
PiuraChilensis_v1_contig_5332,transport
PiuraChilensis_v1_contig_4013,other metabolic processes
PiuraChilensis_v1_contig_1184,cell organization and biogenesis
PiuraChilensis_v1_contig_6192,other metabolic processes
PiuraChilensis_v1_contig_7007,other metabolic processes
PiuraChilensis_v1_contig_419,signal transduction
PiuraChilensis_v1_contig_5821,RNA metabolism
PiuraChilensis_v1_contig_11907,protein metabolism
PiuraChilensis_v1_contig_8140,other biological processes
PiuraChilensis_v1_contig_14024,RNA metabolism
PiuraChilensis_v1_contig_9230,other metabolic processes
PiuraChilensis_v1_contig_13305,cell organization and biogenesis
PiuraChilensis_v1_contig_13233,other biological processes
PiuraChilensis_v1_contig_6504,transport
PiuraChilensis_v1_contig_6235,transport
PiuraChilensis_v1_contig_3541,transport
PiuraChilensis_v1_contig_10949,other biological processes
PiuraChilensis_v1_contig_14228,transport
PiuraChilensis_v1_contig_11367,RNA metabolism
PiuraChilensis_v1_contig_9995,transport
PiuraChilensis_v1_contig_866,other biological processes
PiuraChilensis_v1_contig_2641,death
PiuraChilensis_v1_contig_3616,transport
PiuraChilensis_v1_contig_3599,other biological processes
PiuraChilensis_v1_contig_1668,RNA metabolism
PiuraChilensis_v1_contig_11292,other biological processes
PiuraChilensis_v1_contig_2710,other metabolic processes
PiuraChilensis_v1_contig_86,signal transduction
PiuraChilensis_v1_contig_5582,developmental processes
PiuraChilensis_v1_contig_7873,RNA metabolism
PiuraChilensis_v1_contig_175,protein metabolism
PiuraChilensis_v1_contig_11136,other metabolic processes
PiuraChilensis_v1_contig_1957,protein metabolism
PiuraChilensis_v1_contig_7087,stress response
PiuraChilensis_v1_contig_11232,developmental processes
PiuraChilensis_v1_contig_4312,other metabolic processes
PiuraChilensis_v1_contig_7192,RNA metabolism
PiuraChilensis_v1_contig_11840,other biological processes
PiuraChilensis_v1_contig_4168,protein metabolism
PiuraChilensis_v1_contig_5198,protein metabolism
PiuraChilensis_v1_contig_1567,stress response
PiuraChilensis_v1_contig_4007,stress response
PiuraChilensis_v1_contig_12683,other metabolic processes
PiuraChilensis_v1_contig_3478,cell adhesion
PiuraChilensis_v1_contig_7362,stress response
PiuraChilensis_v1_contig_8136,cell cycle and proliferation
PiuraChilensis_v1_contig_11820,stress response
PiuraChilensis_v1_contig_7254,other metabolic processes
PiuraChilensis_v1_contig_10699,developmental processes
PiuraChilensis_v1_contig_1098,developmental processes
PiuraChilensis_v1_contig_4492,other biological processes
PiuraChilensis_v1_contig_12700,other metabolic processes
PiuraChilensis_v1_contig_9848,other metabolic processes
PiuraChilensis_v1_contig_5638,death
PiuraChilensis_v1_contig_11860,stress response
PiuraChilensis_v1_contig_3030,cell organization and biogenesis
PiuraChilensis_v1_contig_14654,cell cycle and proliferation
PiuraChilensis_v1_contig_73,other biological processes
PiuraChilensis_v1_contig_14113,other metabolic processes
PiuraChilensis_v1_contig_1098,other metabolic processes
PiuraChilensis_v1_contig_3389,stress response
PiuraChilensis_v1_contig_11722,other biological processes
PiuraChilensis_v1_contig_7120,other metabolic processes
PiuraChilensis_v1_contig_8720,other metabolic processes
PiuraChilensis_v1_contig_7320,transport
PiuraChilensis_v1_contig_13040,other biological processes
PiuraChilensis_v1_contig_9383,stress response
PiuraChilensis_v1_contig_5732,developmental processes
PiuraChilensis_v1_contig_11283,cell organization and biogenesis
PiuraChilensis_v1_contig_11115,other biological processes
PiuraChilensis_v1_contig_7412,protein metabolism
PiuraChilensis_v1_contig_9598,protein metabolism
PiuraChilensis_v1_contig_6045,other metabolic processes
PiuraChilensis_v1_contig_7872,other biological processes
PiuraChilensis_v1_contig_1550,cell-cell signaling
PiuraChilensis_v1_contig_464,stress response
PiuraChilensis_v1_contig_953,transport
PiuraChilensis_v1_contig_1614,RNA metabolism
PiuraChilensis_v1_contig_9790,protein metabolism
PiuraChilensis_v1_contig_10735,other metabolic processes
PiuraChilensis_v1_contig_4456,other metabolic processes
PiuraChilensis_v1_contig_5050,DNA metabolism
PiuraChilensis_v1_contig_5879,developmental processes
PiuraChilensis_v1_contig_6821,developmental processes
PiuraChilensis_v1_contig_8311,other biological processes
PiuraChilensis_v1_contig_10638,cell-cell signaling
PiuraChilensis_v1_contig_13373,developmental processes
PiuraChilensis_v1_contig_8079,developmental processes
PiuraChilensis_v1_contig_5814,signal transduction
PiuraChilensis_v1_contig_2398,death
PiuraChilensis_v1_contig_418,other metabolic processes
PiuraChilensis_v1_contig_11383,stress response
PiuraChilensis_v1_contig_2994,other biological processes
PiuraChilensis_v1_contig_6042,transport
PiuraChilensis_v1_contig_13861,transport
PiuraChilensis_v1_contig_7410,developmental processes
PiuraChilensis_v1_contig_7222,protein metabolism
PiuraChilensis_v1_contig_2194,other biological processes
PiuraChilensis_v1_contig_7306,transport
PiuraChilensis_v1_contig_14220,other biological processes
PiuraChilensis_v1_contig_1829,cell cycle and proliferation
PiuraChilensis_v1_contig_3543,stress response
PiuraChilensis_v1_contig_13823,RNA metabolism
PiuraChilensis_v1_contig_12050,signal transduction
PiuraChilensis_v1_contig_581,other biological processes
PiuraChilensis_v1_contig_6719,other metabolic processes
PiuraChilensis_v1_contig_6509,other metabolic processes
PiuraChilensis_v1_contig_1600,RNA metabolism
PiuraChilensis_v1_contig_12544,cell adhesion
PiuraChilensis_v1_contig_11225,transport
PiuraChilensis_v1_contig_13720,cell cycle and proliferation
PiuraChilensis_v1_contig_11808,other biological processes
PiuraChilensis_v1_contig_5060,other biological processes
PiuraChilensis_v1_contig_3175,other metabolic processes
PiuraChilensis_v1_contig_6738,RNA metabolism
PiuraChilensis_v1_contig_12231,developmental processes
PiuraChilensis_v1_contig_3138,cell organization and biogenesis
PiuraChilensis_v1_contig_14275,death
PiuraChilensis_v1_contig_12515,developmental processes
PiuraChilensis_v1_contig_8806,other biological processes
PiuraChilensis_v1_contig_2457,other biological processes
PiuraChilensis_v1_contig_9643,stress response
PiuraChilensis_v1_contig_9546,other biological processes
PiuraChilensis_v1_contig_10442,RNA metabolism
PiuraChilensis_v1_contig_14120,DNA metabolism
PiuraChilensis_v1_contig_9265,other biological processes
PiuraChilensis_v1_contig_14324,other biological processes
PiuraChilensis_v1_contig_755,death
PiuraChilensis_v1_contig_8064,other biological processes
PiuraChilensis_v1_contig_3468,cell cycle and proliferation
PiuraChilensis_v1_contig_1139,cell cycle and proliferation
PiuraChilensis_v1_contig_6047,transport
PiuraChilensis_v1_contig_8195,signal transduction
PiuraChilensis_v1_contig_6821,cell cycle and proliferation
PiuraChilensis_v1_contig_7597,transport
PiuraChilensis_v1_contig_1792,RNA metabolism
PiuraChilensis_v1_contig_4846,other metabolic processes
PiuraChilensis_v1_contig_1860,other metabolic processes
PiuraChilensis_v1_contig_2373,other metabolic processes
PiuraChilensis_v1_contig_10337,cell organization and biogenesis
PiuraChilensis_v1_contig_6927,RNA metabolism
PiuraChilensis_v1_contig_11646,RNA metabolism
PiuraChilensis_v1_contig_3205,other biological processes
PiuraChilensis_v1_contig_818,death
PiuraChilensis_v1_contig_572,death
PiuraChilensis_v1_contig_4223,signal transduction
PiuraChilensis_v1_contig_6852,transport
PiuraChilensis_v1_contig_1243,other biological processes
PiuraChilensis_v1_contig_8327,cell adhesion
PiuraChilensis_v1_contig_4586,signal transduction
PiuraChilensis_v1_contig_7693,other biological processes
PiuraChilensis_v1_contig_3155,developmental processes
PiuraChilensis_v1_contig_7642,other biological processes
PiuraChilensis_v1_contig_6142,signal transduction
PiuraChilensis_v1_contig_1421,DNA metabolism
PiuraChilensis_v1_contig_13248,other biological processes
PiuraChilensis_v1_contig_2716,other biological processes
PiuraChilensis_v1_contig_3060,RNA metabolism
PiuraChilensis_v1_contig_4709,signal transduction
PiuraChilensis_v1_contig_7809,transport
PiuraChilensis_v1_contig_12348,cell organization and biogenesis
PiuraChilensis_v1_contig_4150,signal transduction
PiuraChilensis_v1_contig_13695,protein metabolism
PiuraChilensis_v1_contig_2537,RNA metabolism
PiuraChilensis_v1_contig_6120,DNA metabolism
PiuraChilensis_v1_contig_2516,signal transduction
PiuraChilensis_v1_contig_10837,signal transduction
PiuraChilensis_v1_contig_10509,death
PiuraChilensis_v1_contig_5003,other biological processes
PiuraChilensis_v1_contig_12046,other biological processes
PiuraChilensis_v1_contig_13842,other metabolic processes
PiuraChilensis_v1_contig_10012,cell organization and biogenesis
PiuraChilensis_v1_contig_14593,stress response
PiuraChilensis_v1_contig_9512,signal transduction
PiuraChilensis_v1_contig_1703,protein metabolism
PiuraChilensis_v1_contig_8392,other biological processes
PiuraChilensis_v1_contig_1058,protein metabolism
PiuraChilensis_v1_contig_8449,protein metabolism
PiuraChilensis_v1_contig_8028,cell organization and biogenesis
PiuraChilensis_v1_contig_9793,stress response
PiuraChilensis_v1_contig_13363,DNA metabolism
PiuraChilensis_v1_contig_1792,signal transduction
PiuraChilensis_v1_contig_3482,other metabolic processes
PiuraChilensis_v1_contig_10518,cell cycle and proliferation
PiuraChilensis_v1_contig_5574,stress response
PiuraChilensis_v1_contig_7237,developmental processes
PiuraChilensis_v1_contig_10556,protein metabolism
PiuraChilensis_v1_contig_1755,signal transduction
PiuraChilensis_v1_contig_11767,other biological processes
PiuraChilensis_v1_contig_1213,cell organization and biogenesis
PiuraChilensis_v1_contig_9245,other metabolic processes
